domain,company,keyword,sector,description,score,riskLevel
cogeco-myaccount.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",20,LOW
cogeco.online,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",20,LOW
cogeco-online.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",0,LOW
cogeco-secure.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",20,LOW
cogeco-servicepro.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",0,LOW
cogeco.services,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",0,LOW
cogeco.support,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",0,LOW
cogeco-support.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",0,LOW
cogeco-tech-support.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",0,LOW
eastlink-billingca.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink-billings.org,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink-eusers.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink-notice.org,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink.online,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",20,LOW
eastlink-service.org,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink.services,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink.support,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink-support.cc,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink-support.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink-tech-support.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink-users.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink-users.online,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",20,LOW
eastlink-web.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
eastlink.website,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,LOW
e-docs-bellaterracenursing.tk,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",10,LOW
eeyou-services.com,Eeyou Communications,eeyou,telecom,"Phishing site impersonating Eeyou Communications",0,LOW
epcor-account.com,EPCOR,epcor,energy,"Phishing site impersonating EPCOR",20,LOW
epcor-billing.com,EPCOR,epcor,energy,"Phishing site impersonating EPCOR",0,LOW
execulink.online,Execulink Telecom,execulink,telecom,"Phishing site impersonating Execulink Telecom",20,LOW
fido-2billingservice.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-3svbilling.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido611-compte.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-8dsbilling.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-accessories.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-accountbilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-account-interact-refund.com,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-accountpayment.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-account-update.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-alert.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-alerte.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-alert.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-alert.net,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-alerts.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-alerts.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-and-friend.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-auth.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-authentication.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-authenticator.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-authenticator.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-authenticator.net,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-authenticator.org,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-authenticator.se,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-authetication.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-billing.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-billingdept.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-billing.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-billinginformation.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-billingrefund.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-billingreview.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-carrierbilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-carrier-mobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-client.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-clients.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-clients.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-clientsupport.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-communication.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido.digital,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-digital.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-easylogin.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-e-transfer.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-e-transfer-secure.com,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-infobilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-info-personnel.online,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-informationbilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-login.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-login.eu,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-manage-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido--mobile01.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobile-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-mobile-carrier.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobile.co.uk,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobile.net,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobile.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-mobile.org,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobiles.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobiles.net,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobiles.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-mobiles.org,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobile-support.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobile-web.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-mobile.xyz,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-mobilityaccount-5g.net,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-mobilityservices-overview.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-myaccount.app,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-myaccountapp.ltd,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-myaccount.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-myaccountovercharge2019.info,Fido,fido,telecom,"Phishing site impersonating Fido",70,HIGH
fido-myservice.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-notice.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-onelogin.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-online.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-online.de,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-onlinefunds.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-onlinemarketplace.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-online.net,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-online.org,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-onlinesupport.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-online-web1.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-payment.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-payments.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-petservice.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-portal.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-portalinc.org,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-rebate-icc.site,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-rebate-return.site,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-refund.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-refundsecure75.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-refundservice.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-secure1.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-secure.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-secured.live,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-secured.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-secureintl-ca.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-secure.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-secure-refund75.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-security-center.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-security.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-servicedesk.ca,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-servicedesk.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-servicedesk.net,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-servicedesk.org,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-service-mobilepay.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-service-overview.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido.services,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-services.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-servicesnotice.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-servicesolcom.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-servicesrefunds.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-site1.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-solservices.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fidosolution-annualbilling.site,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-solution-notice.net,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-solutions.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-solutions-overdue-forward.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-solutions-overdue-forward.site,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-solutions-overdue-redirect.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-solutions-overdue-redirect.site,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-solutions-overdue-refund.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-solutions-support.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido.support,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-support.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-support.icu,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-support.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-supportmobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-support-mobility.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-supportmobility.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-support.net,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-support.org,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-svdbilling09.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-svdbilling10.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-svdbilling11.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-svdbilling49.info,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fidoteam-verificationdepartement.info,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-update.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-updatepayment.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-updates.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-updates.top,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-verification1.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-verification.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-verifications.live,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-verifications.net,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-verify-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-verify-refund.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-webpage.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido.website,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-wireless-mobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-wirelessrefundclient65.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fidowireless-supportcarrier.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fizz-90s.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",20,LOW
fizz-buzz.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",20,LOW
fizz.digital,Fizz,fizz,telecom,"Phishing site impersonating Fizz",0,LOW
fizz-digital.co.uk,Fizz,fizz,telecom,"Phishing site impersonating Fizz",0,LOW
fizz-mine.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",20,LOW
fizz-mobile.com,Fizz,fizz,telecom,"Phishing site impersonating Fizz",0,LOW
fizz.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",20,LOW
fizz-referral-code-reference.info,Fizz,fizz,telecom,"Phishing site impersonating Fizz",30,LOW
fizz.services,Fizz,fizz,telecom,"Phishing site impersonating Fizz",0,LOW
fizzslots-casino-online.ru,Fizz,fizz,telecom,"Phishing site impersonating Fizz",10,LOW
fizz-slots-official-casino.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",30,LOW
fizzslots-official-casino.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",30,LOW
fizz-system.website,Fizz,fizz,telecom,"Phishing site impersonating Fizz",0,LOW
fizz-web.com,Fizz,fizz,telecom,"Phishing site impersonating Fizz",0,LOW
freedommobile-account.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-cashbackonline.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-clientcare.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-credit.info,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-credit.ru,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",0,LOW
freedommobile-deposit-funds.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-gift.info,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-giftpay.info,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",30,LOW
freedommobile-lnterac-payment.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-login.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-myaccount.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",30,LOW
freedommobile-myaccounts.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",30,LOW
freedommobile-onelogin.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",30,LOW
freedommobile.online,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-onlinecashback101.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-onlinecashback.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-onlinecashbackdata.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-onlinereturn94.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-onlinereturn.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-refundonline.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-secure.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile.support,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",0,LOW
freedommobile-support.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",0,LOW
freedommobile-web.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",0,LOW
hydroone-astrahan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-belgorod.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-bryansk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-chelyabinsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-dagestan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-ekaterinburg.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-irkutsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-ivanovo.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-izhevsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-kaluga.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-kazan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-kemerovo.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-kirov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-krasnodar.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-kursk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-lipetsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-msk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-nino.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-novosibirsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-omsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-orel.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-orenburg.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-payments.com,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-penza.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-perm.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-pskov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-rates.online,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",20,LOW
hydroone-rostov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-ryazan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-samara.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-saransk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-saratov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-smolensk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-spb.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-support.com,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-tambov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-tula.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-tumen.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-tver.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-ufa.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-ulyanovsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-vladimir.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-vnovgorog.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-volgograd.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-vologda.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-voronezh.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroone-yaroslavl.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",0,LOW
hydroqc.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",20,LOW
hydroquebec-aideservice.com,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",10,LOW
hydroquebec-client.com,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",0,LOW
hydroquebec-client.info,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",20,LOW
