domain,company,keyword,sector,description,score,riskLevel
bellingham-real-estate-online.com,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",20,low
bellingham-wa-yard-services.info,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",50,medium
bell-invoice-portal.com,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",10,low
bell-mobile.info,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",40,low
bell-mobile.live,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",10,low
bell-mobilesupport.com,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",10,low
bell-online.net,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",10,low
bell-overpayment.info,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",40,low
bell-pottingerdigital.london,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",20,low
bell-reset.com,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",10,low
bell-service.net,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",10,low
bell.services,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",0,low
bell.support,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",0,low
bell-support.com,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",10,low
bell-support.online,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",40,low
bell-update.com,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",10,low
cashbackdatamobile-freedom.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
cogeco-account.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",10,low
cogecomoldremediationeuless.online,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",40,low
cogeco-myaccount.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",10,low
cogeco.online,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",30,low
cogeco-online.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",10,low
cogeco-secure.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",10,low
cogeco-servicepro.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",10,low
cogeco.services,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",0,low
cogeco.support,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",0,low
cogeco-support.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",10,low
cogeco-tech-support.com,Cogeco,cogeco,telecom,"Phishing site impersonating Cogeco",10,low
eastlink-billingca.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",10,low
eastlink-billings.org,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",10,low
eastlink-eusers.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",10,low
eastlink-notice.org,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",10,low
eastlink.online,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",30,low
eastlink-service.org,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",10,low
eastlink.services,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,low
eastlink.support,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,low
eastlink-support.cc,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",10,low
eastlink-support.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",10,low
eastlink-tech-support.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",10,low
eastlink-users.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",10,low
eastlink-users.online,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",40,low
eastlink-web.com,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",10,low
eastlink.website,Eastlink,eastlink,telecom,"Phishing site impersonating Eastlink",0,low
e-docs-bellaterracenursing.tk,Bell Canada,bell,telecom,"Phishing site impersonating Bell Canada",20,low
eeyou-services.com,Eeyou Communications,eeyou,telecom,"Phishing site impersonating Eeyou Communications",10,low
epcor-account.com,EPCOR,epcor,energy,"Phishing site impersonating EPCOR",10,low
epcor-billing.com,EPCOR,epcor,energy,"Phishing site impersonating EPCOR",10,low
execulink.online,Execulink Telecom,execulink,telecom,"Phishing site impersonating Execulink Telecom",30,low
fido-2billingservice.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fido-3svbilling.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fido611-compte.online,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fido-8dsbilling.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fido-accessories.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-accountbilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-account-interact-refund.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-accountpayment.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-account-update.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-alert.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-alerte.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-alert.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-alert.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-alerts.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-alerts.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-and-friend.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-auth.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-authentication.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-authenticator.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-authenticator.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-authenticator.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-authenticator.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-authenticator.se,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-authetication.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-billing.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-billingdept.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-billing.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-billinginformation.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-billingrefund.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-billingreview.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-carrierbilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-carrier-mobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-client.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-clients.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-clients.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-clientsupport.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-communication.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido.digital,Fido,fido,telecom,"Phishing site impersonating Fido",0,low
fido-digital.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-easylogin.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-e-transfer.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-e-transfer-secure.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-infobilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-info-personnel.online,Fido,fido,telecom,"Phishing site impersonating Fido",50,medium
fido-informationbilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-login.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-login.eu,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-manage-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido--mobile01.com,Fido,fido,telecom,"Phishing site impersonating Fido",25,low
fido-mobile-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobile-carrier.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobile.co.uk,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobile.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobile.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-mobile.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobiles.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobiles.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobiles.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-mobiles.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobile-support.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobile-web.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-mobile.xyz,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-mobilityaccount-5g.net,Fido,fido,telecom,"Phishing site impersonating Fido",35,low
fido-mobilityservices-overview.net,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-myaccount.app,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-myaccountapp.ltd,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-myaccount.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-myaccountovercharge2019.info,Fido,fido,telecom,"Phishing site impersonating Fido",65,medium
fido-myservice.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-notice.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-onelogin.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido.online,Fido,fido,telecom,"Phishing site impersonating Fido",30,low
fido-online.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-online.de,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-onlinefunds.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-onlinemarketplace.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-online.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-online.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-onlinesupport.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-online-web1.com,Fido,fido,telecom,"Phishing site impersonating Fido",25,low
fido-payment.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-payments.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-petservice.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-portal.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-portalinc.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-rebate-icc.site,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-rebate-return.site,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-refund.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-refundsecure75.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fido-refundservice.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-secure1.online,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fido-secure.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-secured.live,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-secured.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-secureintl-ca.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-secure.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-secure-refund75.com,Fido,fido,telecom,"Phishing site impersonating Fido",25,low
fido-security-center.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-security.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-servicedesk.ca,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-servicedesk.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-servicedesk.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-servicedesk.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-service-mobilepay.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-service-overview.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido.services,Fido,fido,telecom,"Phishing site impersonating Fido",0,low
fido-services.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-servicesnotice.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-servicesolcom.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-servicesrefunds.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-site1.online,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fido-solservices.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fidosolution-annualbilling.site,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-solution-notice.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-solutions.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-solutions-overdue-forward.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-solutions-overdue-forward.site,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-solutions-overdue-redirect.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-solutions-overdue-redirect.site,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-solutions-overdue-refund.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido-solutions-support.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fido.support,Fido,fido,telecom,"Phishing site impersonating Fido",0,low
fido-support.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-support.icu,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-support.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-supportmobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-support-mobility.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-supportmobility.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-support.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-support.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-svdbilling09.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fido-svdbilling10.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fido-svdbilling11.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fido-svdbilling49.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,medium
fidoteam-verificationdepartement.info,Fido,fido,telecom,"Phishing site impersonating Fido",50,medium
fido-update.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-updatepayment.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-updates.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-updates.top,Fido,fido,telecom,"Phishing site impersonating Fido",40,low
fido-verification1.com,Fido,fido,telecom,"Phishing site impersonating Fido",25,low
fido-verification.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-verifications.live,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-verifications.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-verify-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-verify-refund.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-webpage.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido.website,Fido,fido,telecom,"Phishing site impersonating Fido",0,low
fido-wireless-mobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,low
fido-wirelessrefundclient65.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,low
fidowireless-supportcarrier.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,low
fizz-90s.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",55,medium
fizz-buzz.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",40,low
fizz.digital,Fizz,fizz,telecom,"Phishing site impersonating Fizz",0,low
fizz-digital.co.uk,Fizz,fizz,telecom,"Phishing site impersonating Fizz",10,low
fizz-mine.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",40,low
fizz-mobile.com,Fizz,fizz,telecom,"Phishing site impersonating Fizz",10,low
fizz.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",30,low
fizz-referral-code-reference.info,Fizz,fizz,telecom,"Phishing site impersonating Fizz",50,medium
fizz.services,Fizz,fizz,telecom,"Phishing site impersonating Fizz",0,low
fizzslots-casino-online.ru,Fizz,fizz,telecom,"Phishing site impersonating Fizz",20,low
fizz-slots-official-casino.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",50,medium
fizzslots-official-casino.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",50,medium
fizz-system.website,Fizz,fizz,telecom,"Phishing site impersonating Fizz",10,low
fizz-web.com,Fizz,fizz,telecom,"Phishing site impersonating Fizz",10,low
freedommobile-account.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,low
freedommobile-cashbackonline.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile-clientcare.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile-credit.info,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",40,low
freedommobile-credit.ru,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,low
freedommobile-deposit-funds.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile-gift.info,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",40,low
freedommobile-giftpay.info,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",50,medium
freedommobile-lnterac-payment.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile-login.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,low
freedommobile-myaccount.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile-myaccounts.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile-onelogin.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile.online,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",30,low
freedommobile-onlinecashback101.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",35,low
freedommobile-onlinecashback.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile-onlinecashbackdata.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile-onlinereturn94.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",35,low
freedommobile-onlinereturn.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile-refundonline.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,low
freedommobile-secure.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,low
freedommobile.support,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",0,low
freedommobile-support.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,low
freedommobile-web.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,low
hydroone-astrahan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-belgorod.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-bryansk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-chelyabinsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-dagestan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-ekaterinburg.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-irkutsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-ivanovo.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-izhevsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-kaluga.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-kazan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-kemerovo.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-kirov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-krasnodar.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-kursk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-lipetsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-msk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-nino.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-novosibirsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-omsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-orel.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-orenburg.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-payments.com,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-penza.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-perm.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-pskov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-rates.online,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",40,low
hydroone-rostov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-ryazan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-samara.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-saransk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-saratov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-smolensk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-spb.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-support.com,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-tambov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-tula.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-tumen.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-tver.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-ufa.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-ulyanovsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-vladimir.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-vnovgorog.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-volgograd.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-vologda.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-voronezh.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroone-yaroslavl.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,low
hydroqc.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",30,low
hydroquebec-aideservice.com,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",20,low
hydroquebec-client.com,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",10,low
hydroquebec-client.info,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",40,low
hydroquebec.online,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",30,low
hydroquebec-online.com,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",10,low
hydroquebec.services,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",0,low
hydroquebec-updates.online,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",50,medium
hydroquebec.website,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",0,low
koodo-mobile.ca,Koodo,koodo,telecom,"Phishing site impersonating Koodo",10,low
koodo-mobile.club,Koodo,koodo,telecom,"Phishing site impersonating Koodo",40,low
koodo-mobile.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",10,low
koodo-mobile-support.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",10,low
koodo.online,Koodo,koodo,telecom,"Phishing site impersonating Koodo",30,low
koodo-online.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",10,low
koodo-telussupportcenter.com,Koodo,koodo,telecom,"Phishing site impersonating Koodo",20,low
koodo.website,Koodo,koodo,telecom,"Phishing site impersonating Koodo",0,low
