domain,company,keyword,sector,description,score,riskLevel
fido-alerte.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-alert.info,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-alert.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-alerts.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-alerts.info,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-and-friend.online,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-auth.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-authentication.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-authenticator.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-authenticator.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-authenticator.net,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-authenticator.org,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-authenticator.se,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-authetication.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-billing.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-billingdept.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-billing.info,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-billinginformation.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-billingrefund.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-billingreview.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-carrierbilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-carrier-mobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-client.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-clients.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-clients.online,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-clientsupport.online,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-communication.online,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido.digital,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-digital.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-easylogin.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-e-transfer.info,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-e-transfer-secure.com,Fido,fido,telecom,"Phishing site impersonating Fido",45,MEDIUM
fido-infobilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-info-personnel.online,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-informationbilling.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-login.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-login.eu,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-manage-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido--mobile01.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobile-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-mobile-carrier.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobile.co.uk,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobile.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobile.online,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-mobile.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobiles.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobiles.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobiles.online,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-mobiles.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobile-support.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobile-web.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-mobile.xyz,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-mobilityaccount-5g.net,Fido,fido,telecom,"Phishing site impersonating Fido",45,MEDIUM
fido-mobilityservices-overview.net,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-myaccount.app,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-myaccountapp.ltd,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-myaccount.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-myaccountovercharge2019.info,Fido,fido,telecom,"Phishing site impersonating Fido",80,HIGH
fido-myservice.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-notice.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-onelogin.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido.online,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-online.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-online.de,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-onlinefunds.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-onlinemarketplace.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-online.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-online.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-onlinesupport.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-online-web1.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-payment.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-payments.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-petservice.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-portal.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-portalinc.org,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-rebate-icc.site,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-rebate-return.site,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-refund.online,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-refundsecure75.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-refundservice.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-secure1.online,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-secure.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-secured.live,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-secured.online,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-secureintl-ca.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-secure.online,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-secure-refund75.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-security-center.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-security.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-servicedesk.ca,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-servicedesk.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-servicedesk.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-servicedesk.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-service-mobilepay.com,Fido,fido,telecom,"Phishing site impersonating Fido",45,MEDIUM
fido-service-overview.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido.services,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-services.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-servicesnotice.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-servicesolcom.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-servicesrefunds.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-site1.online,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-solservices.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fidosolution-annualbilling.site,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-solution-notice.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-solutions.online,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-solutions-overdue-forward.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-solutions-overdue-forward.site,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-solutions-overdue-redirect.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-solutions-overdue-redirect.site,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido-solutions-overdue-refund.com,Fido,fido,telecom,"Phishing site impersonating Fido",45,MEDIUM
fido-solutions-support.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fido.support,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-support.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-support.icu,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-support.info,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-supportmobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-support-mobility.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-supportmobility.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-support.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-support.org,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-svdbilling09.info,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-svdbilling10.info,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-svdbilling11.info,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fido-svdbilling49.info,Fido,fido,telecom,"Phishing site impersonating Fido",30,LOW
fidoteam-verificationdepartement.info,Fido,fido,telecom,"Phishing site impersonating Fido",40,MEDIUM
fido-update.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-updatepayment.info,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-updates.online,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-updates.top,Fido,fido,telecom,"Phishing site impersonating Fido",55,MEDIUM
fido-verification1.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-verification.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-verifications.live,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-verifications.net,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-verify-account.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-verify-refund.com,Fido,fido,telecom,"Phishing site impersonating Fido",35,LOW
fido-webpage.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido.website,Fido,fido,telecom,"Phishing site impersonating Fido",0,LOW
fido-wireless-mobile.com,Fido,fido,telecom,"Phishing site impersonating Fido",10,LOW
fido-wirelessrefundclient65.com,Fido,fido,telecom,"Phishing site impersonating Fido",45,MEDIUM
fidowireless-supportcarrier.com,Fido,fido,telecom,"Phishing site impersonating Fido",20,LOW
fizz-90s.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",30,LOW
fizz-buzz.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",30,LOW
fizz.digital,Fizz,fizz,telecom,"Phishing site impersonating Fizz",0,LOW
fizz-digital.co.uk,Fizz,fizz,telecom,"Phishing site impersonating Fizz",10,LOW
fizz-mine.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",30,LOW
fizz-mobile.com,Fizz,fizz,telecom,"Phishing site impersonating Fizz",10,LOW
fizz.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",20,LOW
fizz-referral-code-reference.info,Fizz,fizz,telecom,"Phishing site impersonating Fizz",40,MEDIUM
fizz.services,Fizz,fizz,telecom,"Phishing site impersonating Fizz",0,LOW
fizzslots-casino-online.ru,Fizz,fizz,telecom,"Phishing site impersonating Fizz",20,LOW
fizz-slots-official-casino.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",40,MEDIUM
fizzslots-official-casino.online,Fizz,fizz,telecom,"Phishing site impersonating Fizz",40,MEDIUM
fizz-system.website,Fizz,fizz,telecom,"Phishing site impersonating Fizz",10,LOW
fizz-web.com,Fizz,fizz,telecom,"Phishing site impersonating Fizz",10,LOW
freedommobile-account.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",35,LOW
freedommobile-cashbackonline.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-clientcare.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-credit.info,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",30,LOW
freedommobile-credit.ru,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-deposit-funds.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",45,MEDIUM
freedommobile-gift.info,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",30,LOW
freedommobile-giftpay.info,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",65,MEDIUM
freedommobile-lnterac-payment.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",45,MEDIUM
freedommobile-login.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",35,LOW
freedommobile-myaccount.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",45,MEDIUM
freedommobile-myaccounts.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",45,MEDIUM
freedommobile-onelogin.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",45,MEDIUM
freedommobile.online,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-onlinecashback101.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-onlinecashback.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-onlinecashbackdata.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-onlinereturn94.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-onlinereturn.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",20,LOW
freedommobile-refundonline.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",45,MEDIUM
freedommobile-secure.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",35,LOW
freedommobile.support,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",0,LOW
freedommobile-support.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
freedommobile-web.com,Freedom Mobile,freedom,telecom,"Phishing site impersonating Freedom Mobile",10,LOW
hydroone-astrahan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-belgorod.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-bryansk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-chelyabinsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-dagestan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-ekaterinburg.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-irkutsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-ivanovo.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-izhevsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-kaluga.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-kazan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-kemerovo.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-kirov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-krasnodar.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-kursk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-lipetsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-msk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-nino.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-novosibirsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-omsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-orel.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-orenburg.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-payments.com,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",35,LOW
hydroone-penza.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-perm.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-pskov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-rates.online,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",30,LOW
hydroone-rostov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-ryazan.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-samara.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-saransk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-saratov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-smolensk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-spb.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-support.com,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-tambov.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-tula.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-tumen.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-tver.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-ufa.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-ulyanovsk.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-vladimir.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-vnovgorog.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-volgograd.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-vologda.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-voronezh.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroone-yaroslavl.ru,Hydro One,hydroone,energy,"Phishing site impersonating Hydro One",10,LOW
hydroqc.online,Unknown Utility,unknown,unknown,"Phishing site (utility, unknown target)",20,LOW
hydroquebec-aideservice.com,Hydro-Québec,hydroquebec,energy,"Phishing site impersonating Hydro-Québec",20,LOW
